angle	  | quarter	  | number	  | comparison																																																																																																																																										
4680	  | 1		  | 52		  | 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																																																					
4770	  | 2		  | 53		  | 1F 1T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 3F 1T 2F 1T 2F 1T 3F 1T 3F 3T 4F 1T 3F 2T 1F 1T 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																														
4860	  | 3		  | 54		  | 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																																																					
4950	  | 4		  | 55		  | 1F 1T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 3F 1T 2F 1T 2F 1T 3F 1T 3F 3T 4F 1T 3F 2T 1F 1T 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																														
5040	  | 1		  | 56		  | 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																																																					
5130	  | 2		  | 57		  | 1F 1T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 3F 1T 2F 1T 2F 1T 3F 1T 3F 3T 4F 1T 3F 2T 1F 1T 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																														
5220	  | 3		  | 58		  | 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																																																					
5310	  | 4		  | 59		  | 2T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 3F 1T 2F 1T 2F 1T 3F 1T 3F 3T 4F 1T 3F 2T 1F 1T 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																															
5400	  | 1		  | 60		  | 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 3T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 3F 1T 2F 1T 2F 1T 3F 1T 3F 3T 4F 1T 3F 2T 1F 1T 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																									
5490	  | 2		  | 61		  | 2T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 3F 1T 2F 1T 2F 1T 3F 1T 3F 3T 4F 1T 3F 2T 1F 1T 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																															
5580	  | 3		  | 62		  | 1F 1T 1F 2T 3F 1T 4F 3T 3F 1T 3F 1T 2F 1T 2F 1T 3F 1T 7F 1T 17F 1T 2F 1T 3F 1T 8F 2T 12F 1T 																																																																																																																					
5670	  | 4		  | 63		  | 1F 1T 12F 2T 8F 1T 3F 1T 2F 1T 17F 1T 7F 1T 2F 																																																																																																																																	
5760	  | 1		  | 64		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 1T 																																																																																																																																			
5850	  | 2		  | 65		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 1T 																																																																																																																	
5940	  | 3		  | 66		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
6030	  | 4		  | 67		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
6120	  | 1		  | 68		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
6210	  | 2		  | 69		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
6300	  | 3		  | 70		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
6390	  | 4		  | 71		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
6480	  | 1		  | 72		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
6570	  | 2		  | 73		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
6660	  | 3		  | 74		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
6750	  | 4		  | 75		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
6840	  | 1		  | 76		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
6930	  | 2		  | 77		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
7020	  | 3		  | 78		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
7110	  | 4		  | 79		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
7200	  | 1		  | 80		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 13F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																				
7290	  | 2		  | 81		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
7380	  | 3		  | 82		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
7470	  | 4		  | 83		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
7560	  | 1		  | 84		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
7650	  | 2		  | 85		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
7740	  | 3		  | 86		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
7830	  | 4		  | 87		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
7920	  | 1		  | 88		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
8010	  | 2		  | 89		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
8100	  | 3		  | 90		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
8190	  | 4		  | 91		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
8280	  | 1		  | 92		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
8370	  | 2		  | 93		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
8460	  | 3		  | 94		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
8550	  | 4		  | 95		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
8640	  | 1		  | 96		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
8730	  | 2		  | 97		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 13F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																							
8820	  | 3		  | 98		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
8910	  | 4		  | 99		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
9000	  | 1		  | 100		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
9090	  | 2		  | 101		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
9180	  | 3		  | 102		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
9270	  | 4		  | 103		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																						
9360	  | 1		  | 104		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
9450	  | 2		  | 105		  | 1T 6F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
9540	  | 3		  | 106		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
9630	  | 4		  | 107		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
9720	  | 1		  | 108		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
9810	  | 2		  | 109		  | 7F 2T 9F 1T 10F 2T 2F 3T 7F 2T 14F 2T 4F 2T 3F 1T 1F 1T 1F 1T 3F 1T 23F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																									
9900	  | 3		  | 110		  | 12F 1T 3F 1T 1F 1T 1F 1T 3F 2T 4F 2T 14F 2T 7F 3T 2F 2T 10F 1T 9F 2T 6F 																																																																																																																										
9990	  | 4		  | 111		  | 1T 6F 2T 1F 																																																																																																																																									
10080	  | 1		  | 112		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 5F 																																																																																																																								
10170	  | 2		  | 113		  | 1T 1F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 5F 																																																																																														
10260	  | 3		  | 114		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																																																			
10350	  | 4		  | 115		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																											
10440	  | 1		  | 116		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																																																			
10530	  | 2		  | 117		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																											
10620	  | 3		  | 118		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																																																			
10710	  | 4		  | 119		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																											
10800	  | 1		  | 120		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																																																			
10890	  | 2		  | 121		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																											
10980	  | 3		  | 122		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																																																			
11070	  | 4		  | 123		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																											
11160	  | 1		  | 124		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																																																			
11250	  | 2		  | 125		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 10F 1T 6F 1T 6F 1T 13F 1T 5F 1T 5F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 1F 																																																																																											
11340	  | 3		  | 126		  | 1F 1T 3F 1T 3F 1T 2F 1T 3F 1T 3F 1T 5F 1T 5F 1T 13F 1T 6F 1T 6F 1T 10F 1T 3F 1T 6F 1T 2F 1T 2F 1T 3F 1T 2F 1T 2F 1T 6F 1T 3F 1T 9F 																																																																																																												
11430	  | 4		  | 127		  | 2F 1T 2F 1T 2F 1T 6F 1T 3F 1T 9F 																																																																																																																																				
11520	  | 1		  | 128		  | 4F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 6F 																																																																																																																							
11610	  | 2		  | 129		  | 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 6F 																																																																																							
11700	  | 3		  | 130		  | 4F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																																																													
11790	  | 4		  | 131		  | 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																													
11880	  | 1		  | 132		  | 4F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																														
11970	  | 2		  | 133		  | 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																													
12060	  | 3		  | 134		  | 4F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																																																													
12150	  | 4		  | 135		  | 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 														
12240	  | 1		  | 136		  | 4F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																																																													
12330	  | 2		  | 137		  | 1F 1T 1F 1T 2F 2T 3F 4T 1F 1T 6F 1T 1F 1T 9F 2T 3F 1T 4F 1T 2F 1T 4F 2T 1F 1T 3F 2T 1F 1T 2F 1T 6F 1T 2F 1T 2F 2T 1F 1T 3F 1T 7F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																													
12420	  | 3		  | 138		  | 4F 1T 3F 1T 1F 2T 2F 1T 2F 1T 6F 1T 2F 1T 1F 2T 3F 1T 1F 2T 4F 1T 2F 1T 4F 1T 3F 2T 9F 1T 1F 1T 6F 1T 1F 4T 3F 2T 2F 1T 1F 1T 																																																																																																													
